patch_id,lat,lon,row_start,col_start,valid_fraction,risk_class,risk_label,risk_score,confidence,attn_Jun,attn_Jul,attn_Aug,attn_Sep,attn_Oct,attn_Nov
2575,16.441460403361745,80.53589659917596,624,8160,1.0,1,Medium Risk,0.5723,0.9257,0.1083,0.0849,0.0676,0.0651,0.0727,0.6014
2576,16.441460403361745,80.54020851253973,624,8208,1.0,1,Medium Risk,0.5499,0.9978,0.096,0.1252,0.1005,0.0527,0.0937,0.5319
2577,16.441460403361745,80.54452042590351,624,8256,1.0,2,High Risk,0.6126,0.9555,0.0726,0.1853,0.0948,0.0339,0.102,0.5114
2578,16.441460403361745,80.54883233926728,624,8304,1.0,1,Medium Risk,0.5353,0.9805,0.0603,0.3111,0.1089,0.0298,0.0989,0.3909
2579,16.441460403361745,80.55314425263106,624,8352,1.0,1,Medium Risk,0.5421,0.995,0.0748,0.1975,0.0989,0.0465,0.0896,0.4928
2580,16.441460403361745,80.55745616599482,624,8400,1.0,1,Medium Risk,0.5408,0.9958,0.0674,0.239,0.09,0.0398,0.0957,0.4681
2581,16.441460403361745,80.5617680793586,624,8448,1.0,1,Medium Risk,0.5538,0.9962,0.0746,0.1772,0.0864,0.0575,0.0891,0.5152
2582,16.441460403361745,80.56607999272238,624,8496,1.0,1,Medium Risk,0.491,0.8738,0.0643,0.1709,0.0765,0.07,0.0557,0.5625
2583,16.441460403361745,80.57039190608614,624,8544,1.0,0,Low Risk,0.2937,0.9998,0.0369,0.2221,0.0682,0.071,0.032,0.5698
2584,16.441460403361745,80.57470381944992,624,8592,1.0,0,Low Risk,0.235,1.0,0.0248,0.2457,0.0695,0.0667,0.026,0.5672
2585,16.441460403361745,80.5790157328137,624,8640,1.0,0,Low Risk,0.2617,1.0,0.029,0.24,0.0617,0.0681,0.0302,0.571
2586,16.441460403361745,80.58332764617747,624,8688,1.0,0,Low Risk,0.3646,0.9933,0.0433,0.2195,0.0568,0.0652,0.0408,0.5743
2587,16.441460403361745,80.58763955954124,624,8736,1.0,0,Low Risk,0.4525,0.7579,0.0501,0.1665,0.0571,0.0592,0.0466,0.6204
2588,16.441460403361745,80.59195147290502,624,8784,1.0,0,Low Risk,0.3579,0.9961,0.0446,0.2297,0.0626,0.0686,0.036,0.5584
2589,16.441460403361745,80.59626338626879,624,8832,1.0,0,Low Risk,0.3458,0.9988,0.0458,0.1487,0.0478,0.0799,0.0412,0.6367
2590,16.437148489997973,79.80287132733443,672,0,1.0,2,High Risk,0.6238,0.9905,0.1144,0.0383,0.0613,0.0845,0.1717,0.5298
2591,16.437148489997973,79.80718324069821,672,48,1.0,2,High Risk,0.6349,0.9959,0.1218,0.0458,0.0731,0.0996,0.1829,0.4767
2592,16.437148489997973,79.81149515406197,672,96,1.0,2,High Risk,0.6358,0.9958,0.139,0.0438,0.0605,0.1059,0.21,0.4407
2593,16.437148489997973,79.81580706742575,672,144,1.0,2,High Risk,0.6193,0.9855,0.103,0.0491,0.0726,0.0904,0.123,0.5619
2594,16.437148489997973,79.82011898078953,672,192,1.0,2,High Risk,0.6156,0.9732,0.1255,0.0456,0.0748,0.109,0.1524,0.4927
2595,16.437148489997973,79.8244308941533,672,240,1.0,0,Low Risk,0.3195,0.9999,0.0656,0.025,0.0441,0.1275,0.0861,0.6516
2596,16.437148489997973,79.82874280751707,672,288,1.0,0,Low Risk,0.247,1.0,0.0451,0.0294,0.0516,0.1101,0.0807,0.683
2597,16.437148489997973,79.83305472088085,672,336,1.0,0,Low Risk,0.2826,1.0,0.038,0.0641,0.0801,0.0904,0.0992,0.6281
2598,16.437148489997973,79.83736663424462,672,384,1.0,0,Low Risk,0.2853,1.0,0.0343,0.0664,0.0837,0.0872,0.0873,0.6411
2599,16.437148489997973,79.8416785476084,672,432,1.0,0,Low Risk,0.2942,0.9999,0.0374,0.0549,0.0554,0.1127,0.0871,0.6525
2600,16.437148489997973,79.84599046097216,672,480,1.0,0,Low Risk,0.2954,0.9999,0.0537,0.0314,0.052,0.1103,0.0874,0.6651
2601,16.437148489997973,79.85030237433594,672,528,1.0,1,Medium Risk,0.4876,0.9582,0.0815,0.053,0.0679,0.1097,0.1108,0.5771
2602,16.437148489997973,79.85461428769972,672,576,1.0,1,Medium Risk,0.5422,0.8814,0.0691,0.039,0.0498,0.0786,0.0754,0.6881
2603,16.437148489997973,79.85892620106348,672,624,1.0,2,High Risk,0.6858,0.9908,0.0778,0.0274,0.0505,0.1038,0.0991,0.6413
2604,16.437148489997973,79.86323811442726,672,672,1.0,2,High Risk,0.6465,0.9285,0.0705,0.0522,0.0651,0.0642,0.1483,0.5996
2605,16.437148489997973,79.86755002779104,672,720,1.0,1,Medium Risk,0.4963,0.9088,0.0402,0.1056,0.1396,0.0413,0.2228,0.4504
2606,16.437148489997973,79.8718619411548,672,768,1.0,0,Low Risk,0.3727,0.9976,0.0332,0.1469,0.1331,0.0269,0.1703,0.4897
2607,16.437148489997973,79.87617385451858,672,816,1.0,1,Medium Risk,0.4924,0.8129,0.0527,0.141,0.1289,0.0494,0.1138,0.5142
2608,16.437148489997973,79.88048576788236,672,864,1.0,1,Medium Risk,0.503,0.8658,0.0586,0.1225,0.0693,0.0728,0.0945,0.5823
2609,16.437148489997973,79.88479768124613,672,912,1.0,0,Low Risk,0.4266,0.9551,0.0553,0.1747,0.1231,0.0666,0.1132,0.4672
2610,16.437148489997973,79.8891095946099,672,960,1.0,0,Low Risk,0.3177,0.9997,0.0393,0.1226,0.1399,0.0657,0.1006,0.5319
2611,16.437148489997973,79.89342150797368,672,1008,1.0,0,Low Risk,0.2407,1.0,0.0318,0.0922,0.1214,0.0506,0.0919,0.6121
2612,16.437148489997973,79.89773342133745,672,1056,1.0,0,Low Risk,0.2512,1.0,0.0357,0.0786,0.1207,0.0424,0.1089,0.6137
2613,16.437148489997973,79.90204533470123,672,1104,1.0,0,Low Risk,0.2919,1.0,0.0397,0.0693,0.1159,0.0558,0.1115,0.6079
2614,16.437148489997973,79.90635724806499,672,1152,1.0,0,Low Risk,0.2567,1.0,0.0346,0.087,0.1216,0.0424,0.1072,0.6073
2615,16.437148489997973,79.91066916142877,672,1200,1.0,0,Low Risk,0.3075,0.9999,0.0387,0.1465,0.145,0.0283,0.1588,0.4827
2616,16.437148489997973,79.91498107479255,672,1248,1.0,0,Low Risk,0.3265,0.9997,0.0417,0.1094,0.1472,0.0244,0.2263,0.451
2617,16.437148489997973,79.91929298815631,672,1296,1.0,0,Low Risk,0.3514,0.9992,0.044,0.1261,0.1544,0.0297,0.2042,0.4415
2618,16.437148489997973,79.9236049015201,672,1344,1.0,0,Low Risk,0.3871,0.9958,0.0458,0.1081,0.1406,0.0431,0.1451,0.5174
2619,16.437148489997973,79.92791681488387,672,1392,1.0,0,Low Risk,0.3825,0.9978,0.0452,0.0592,0.1162,0.0462,0.2141,0.5191
2620,16.437148489997973,79.93222872824764,672,1440,1.0,0,Low Risk,0.3608,0.9992,0.047,0.0713,0.1282,0.0356,0.2523,0.4657
2621,16.437148489997973,79.93654064161142,672,1488,1.0,0,Low Risk,0.3259,0.9997,0.0429,0.0944,0.1369,0.0294,0.2062,0.4902
2622,16.437148489997973,79.9408525549752,672,1536,1.0,0,Low Risk,0.1978,1.0,0.0309,0.0507,0.0856,0.0304,0.1691,0.6334
2623,16.437148489997973,79.94516446833896,672,1584,1.0,0,Low Risk,0.2323,1.0,0.0218,0.0584,0.0778,0.0468,0.1713,0.6238
2624,16.437148489997973,79.94947638170274,672,1632,1.0,0,Low Risk,0.3067,0.9992,0.0441,0.1606,0.157,0.0457,0.1379,0.4548
2625,16.437148489997973,79.95378829506652,672,1680,1.0,0,Low Risk,0.2626,0.9999,0.035,0.1751,0.1546,0.0304,0.1454,0.4595
2626,16.437148489997973,79.95810020843028,672,1728,1.0,0,Low Risk,0.2483,1.0,0.0337,0.1588,0.1426,0.0235,0.1431,0.4983
2627,16.437148489997973,79.96241212179406,672,1776,1.0,0,Low Risk,0.247,1.0,0.0367,0.1126,0.1346,0.0362,0.1384,0.5414
2628,16.437148489997973,79.96672403515782,672,1824,1.0,0,Low Risk,0.2193,1.0,0.0285,0.1312,0.1269,0.0228,0.1403,0.5504
2629,16.437148489997973,79.9710359485216,672,1872,1.0,0,Low Risk,0.2058,1.0,0.0233,0.1642,0.1253,0.0187,0.1347,0.5337
2630,16.437148489997973,79.97534786188538,672,1920,1.0,0,Low Risk,0.1927,1.0,0.021,0.1504,0.1179,0.0171,0.1288,0.5648
2631,16.437148489997973,79.97965977524915,672,1968,1.0,0,Low Risk,0.1932,1.0,0.0217,0.1572,0.1177,0.0169,0.1289,0.5575
2632,16.437148489997973,79.98397168861293,672,2016,1.0,0,Low Risk,0.1964,1.0,0.021,0.1581,0.1167,0.0175,0.1318,0.5549
2633,16.437148489997973,79.9882836019767,672,2064,1.0,0,Low Risk,0.2377,1.0,0.0254,0.1475,0.1131,0.0288,0.1466,0.5386
2634,16.437148489997973,79.99259551534047,672,2112,1.0,1,Medium Risk,0.5327,0.9896,0.0534,0.0715,0.0486,0.1135,0.1351,0.5779
2635,16.437148489997973,79.99690742870425,672,2160,1.0,1,Medium Risk,0.4536,0.6438,0.0522,0.1035,0.0922,0.0584,0.1553,0.5383
2636,16.437148489997973,80.00121934206803,672,2208,1.0,0,Low Risk,0.1904,1.0,0.032,0.1606,0.1355,0.0201,0.1506,0.5012
2637,16.437148489997973,80.00553125543179,672,2256,1.0,0,Low Risk,0.2021,1.0,0.0355,0.1555,0.1423,0.0288,0.1468,0.4909
2638,16.437148489997973,80.00984316879557,672,2304,1.0,0,Low Risk,0.2508,0.9999,0.0457,0.1212,0.1431,0.0541,0.135,0.5009
2639,16.437148489997973,80.01415508215935,672,2352,1.0,0,Low Risk,0.3155,0.9967,0.0562,0.0877,0.0756,0.0678,0.1015,0.6112
2640,16.437148489997973,80.01846699552311,672,2400,1.0,0,Low Risk,0.3478,0.9788,0.0636,0.0698,0.0567,0.0865,0.1176,0.6058
2641,16.437148489997973,80.02277890888689,672,2448,1.0,0,Low Risk,0.329,0.9944,0.038,0.0826,0.0497,0.1122,0.1259,0.5916
2642,16.437148489997973,80.02709082225066,672,2496,1.0,0,Low Risk,0.387,0.9531,0.0375,0.0826,0.0495,0.1175,0.1181,0.5948
2643,16.437148489997973,80.03140273561444,672,2544,1.0,0,Low Risk,0.4215,0.6548,0.0335,0.0727,0.0379,0.1177,0.0861,0.6521
2644,16.437148489997973,80.03571464897821,672,2592,1.0,0,Low Risk,0.337,0.9934,0.0298,0.0657,0.0378,0.0993,0.0879,0.6796
2645,16.437148489997973,80.04002656234198,672,2640,1.0,0,Low Risk,0.2438,0.9999,0.032,0.0729,0.0709,0.1096,0.1265,0.5881
2646,16.437148489997973,80.04433847570576,672,2688,1.0,0,Low Risk,0.2283,1.0,0.0293,0.0626,0.0833,0.0755,0.1789,0.5704
2647,16.437148489997973,80.04865038906954,672,2736,1.0,0,Low Risk,0.2515,0.9999,0.0336,0.0699,0.0822,0.077,0.1517,0.5857
2648,16.437148489997973,80.0529623024333,672,2784,1.0,0,Low Risk,0.2387,0.9999,0.0567,0.0897,0.1331,0.0547,0.1416,0.5242
2649,16.437148489997973,80.05727421579708,672,2832,1.0,0,Low Risk,0.2417,0.9999,0.0626,0.0858,0.1496,0.0652,0.1349,0.502
2650,16.437148489997973,80.06158612916086,672,2880,1.0,0,Low Risk,0.2853,0.9998,0.0638,0.0706,0.1154,0.0887,0.1118,0.5497
2651,16.437148489997973,80.06589804252462,672,2928,1.0,0,Low Risk,0.2899,0.9997,0.0694,0.0462,0.1117,0.0643,0.1135,0.595
2652,16.437148489997973,80.0702099558884,672,2976,1.0,0,Low Risk,0.3142,0.9991,0.0701,0.0492,0.105,0.066,0.1073,0.6024
2653,16.437148489997973,80.07452186925218,672,3024,1.0,0,Low Risk,0.415,0.8443,0.0855,0.0422,0.0824,0.0715,0.1181,0.6003
2654,16.437148489997973,80.07883378261594,672,3072,1.0,0,Low Risk,0.2616,1.0,0.0633,0.0316,0.0903,0.0648,0.1176,0.6324
2655,16.437148489997973,80.08314569597972,672,3120,1.0,1,Medium Risk,0.4937,0.9761,0.0888,0.0327,0.1436,0.0924,0.1614,0.4811
2656,16.437148489997973,80.08745760934349,672,3168,1.0,1,Medium Risk,0.4918,0.9695,0.0921,0.0274,0.1347,0.087,0.1678,0.491
2657,16.437148489997973,80.09176952270727,672,3216,1.0,1,Medium Risk,0.4717,0.7337,0.0828,0.0285,0.156,0.073,0.1606,0.4991
2658,16.437148489997973,80.09608143607105,672,3264,1.0,1,Medium Risk,0.5116,0.9937,0.1032,0.0373,0.1655,0.0746,0.1712,0.4482
2659,16.437148489997973,80.10039334943481,672,3312,1.0,0,Low Risk,0.4417,0.726,0.0809,0.0312,0.1318,0.0735,0.1605,0.5221
2660,16.437148489997973,80.10470526279859,672,3360,1.0,0,Low Risk,0.3402,0.9976,0.0701,0.0353,0.1381,0.0753,0.1285,0.5527
2661,16.437148489997973,80.10901717616237,672,3408,1.0,0,Low Risk,0.3227,0.9983,0.0661,0.0857,0.1411,0.0954,0.1134,0.4984
2662,16.437148489997973,80.11332908952613,672,3456,1.0,0,Low Risk,0.3751,0.9931,0.0509,0.121,0.1486,0.1067,0.1032,0.4696
2663,16.437148489997973,80.11764100288991,672,3504,1.0,0,Low Risk,0.3234,0.9994,0.0446,0.0899,0.1228,0.0982,0.1268,0.5177
2664,16.437148489997973,80.12195291625369,672,3552,1.0,1,Medium Risk,0.5107,0.9941,0.076,0.0493,0.168,0.0873,0.1292,0.4901
2665,16.437148489997973,80.12626482961745,672,3600,1.0,1,Medium Risk,0.4947,0.9784,0.0987,0.0324,0.1488,0.081,0.165,0.474
2666,16.437148489997973,80.13057674298123,672,3648,1.0,1,Medium Risk,0.4841,0.9174,0.088,0.0436,0.1665,0.0906,0.1333,0.4781
2667,16.437148489997973,80.13488865634501,672,3696,1.0,0,Low Risk,0.4135,0.8631,0.0749,0.0528,0.1597,0.0747,0.1073,0.5307
2668,16.437148489997973,80.13920056970878,672,3744,1.0,0,Low Risk,0.3177,0.9997,0.0621,0.0734,0.1175,0.1092,0.1364,0.5015
2669,16.437148489997973,80.14351248307256,672,3792,1.0,1,Medium Risk,0.4714,0.739,0.0846,0.0668,0.1518,0.1033,0.1421,0.4515
2670,16.437148489997973,80.14782439643632,672,3840,1.0,1,Medium Risk,0.4987,0.9805,0.0879,0.1016,0.1337,0.0943,0.1353,0.4472
2671,16.437148489997973,80.1521363098001,672,3888,1.0,0,Low Risk,0.323,0.9994,0.0289,0.0484,0.1414,0.0987,0.1314,0.5512
2672,16.437148489997973,80.15644822316388,672,3936,1.0,1,Medium Risk,0.5053,0.9864,0.052,0.0761,0.1768,0.1014,0.1259,0.4678
2673,16.437148489997973,80.16076013652764,672,3984,1.0,1,Medium Risk,0.5219,0.9996,0.1288,0.0569,0.0704,0.0927,0.216,0.4352
2674,16.437148489997973,80.16507204989142,672,4032,1.0,1,Medium Risk,0.5377,0.9998,0.132,0.0416,0.0616,0.1056,0.2454,0.4139
2675,16.437148489997973,80.1693839632552,672,4080,1.0,1,Medium Risk,0.517,0.9998,0.141,0.0402,0.0821,0.1133,0.1629,0.4605
2676,16.437148489997973,80.17369587661896,672,4128,1.0,1,Medium Risk,0.5126,0.9996,0.1575,0.0441,0.0884,0.1135,0.1896,0.4068
2677,16.437148489997973,80.17800778998274,672,4176,1.0,1,Medium Risk,0.475,0.6931,0.1244,0.0343,0.0938,0.0947,0.1414,0.5113
2678,16.437148489997973,80.18231970334652,672,4224,1.0,1,Medium Risk,0.4931,0.9928,0.1318,0.0431,0.0811,0.0968,0.1695,0.4777
2679,16.437148489997973,80.18663161671029,672,4272,1.0,1,Medium Risk,0.4841,0.9397,0.1136,0.0436,0.0904,0.0823,0.1421,0.528
2680,16.437148489997973,80.19094353007407,672,4320,1.0,1,Medium Risk,0.5127,0.9992,0.1551,0.0454,0.0918,0.097,0.1508,0.4598
2681,16.437148489997973,80.19525544343784,672,4368,1.0,1,Medium Risk,0.5386,0.9998,0.1923,0.0435,0.0853,0.108,0.2171,0.3537
2682,16.437148489997973,80.19956735680161,672,4416,1.0,1,Medium Risk,0.5119,0.9971,0.1744,0.0445,0.1034,0.1064,0.1871,0.3842
2683,16.437148489997973,80.20387927016539,672,4464,1.0,1,Medium Risk,0.5101,0.9984,0.1466,0.0452,0.1259,0.0866,0.132,0.4637
2684,16.437148489997973,80.20819118352915,672,4512,1.0,1,Medium Risk,0.5111,0.998,0.1562,0.0414,0.1077,0.1013,0.1235,0.4699
2685,16.437148489997973,80.21250309689293,672,4560,1.0,1,Medium Risk,0.491,0.9708,0.1527,0.0387,0.1136,0.0945,0.1226,0.4779
2686,16.437148489997973,80.21681501025671,672,4608,1.0,1,Medium Risk,0.5064,0.997,0.154,0.0382,0.0912,0.1003,0.118,0.4984
2687,16.437148489997973,80.22112692362047,672,4656,1.0,1,Medium Risk,0.5052,0.9812,0.1315,0.0408,0.1054,0.0872,0.1229,0.5121
2688,16.437148489997973,80.22543883698425,672,4704,1.0,1,Medium Risk,0.4805,0.8437,0.1039,0.0468,0.1938,0.0826,0.1464,0.4265
2689,16.437148489997973,80.22975075034803,672,4752,1.0,1,Medium Risk,0.508,0.9962,0.1462,0.0394,0.1337,0.0886,0.1331,0.4591
2690,16.437148489997973,80.2340626637118,672,4800,1.0,1,Medium Risk,0.5159,0.9996,0.1706,0.0507,0.0957,0.1039,0.1582,0.4208
2691,16.437148489997973,80.23837457707558,672,4848,1.0,1,Medium Risk,0.4926,0.9767,0.154,0.0432,0.1102,0.093,0.148,0.4516
2692,16.437148489997973,80.24268649043935,672,4896,1.0,1,Medium Risk,0.4912,0.9723,0.1349,0.0371,0.1109,0.0765,0.1124,0.5283
2693,16.437148489997973,80.24699840380312,672,4944,1.0,1,Medium Risk,0.4857,0.9634,0.1363,0.0381,0.1236,0.0824,0.111,0.5085
2694,16.437148489997973,80.2513103171669,672,4992,1.0,0,Low Risk,0.4038,0.945,0.1103,0.0309,0.1241,0.0735,0.1533,0.5078
2695,16.437148489997973,80.25562223053066,672,5040,1.0,0,Low Risk,0.4549,0.5583,0.1236,0.0332,0.1127,0.0722,0.1537,0.5046
2696,16.437148489997973,80.25993414389444,672,5088,1.0,0,Low Risk,0.4234,0.7106,0.1009,0.0369,0.0964,0.0644,0.1429,0.5585
2697,16.437148489997973,80.26424605725822,672,5136,1.0,1,Medium Risk,0.5505,0.9993,0.1383,0.0316,0.067,0.0894,0.0991,0.5747
2698,16.437148489997973,80.26855797062198,672,5184,1.0,1,Medium Risk,0.5641,0.9986,0.1445,0.0303,0.0753,0.0956,0.0834,0.5709
2699,16.437148489997973,80.27286988398576,672,5232,1.0,1,Medium Risk,0.5394,0.9991,0.1409,0.0316,0.0705,0.0843,0.0787,0.5941
2700,16.437148489997973,80.27718179734954,672,5280,1.0,1,Medium Risk,0.4321,0.5028,0.1125,0.0343,0.0598,0.0925,0.0661,0.6347
2701,16.437148489997973,80.2814937107133,672,5328,1.0,1,Medium Risk,0.5369,0.9964,0.1153,0.0269,0.0564,0.1078,0.0687,0.6248
2702,16.437148489997973,80.28580562407708,672,5376,1.0,1,Medium Risk,0.5145,0.9565,0.1127,0.0284,0.0489,0.0987,0.0581,0.6531
2703,16.437148489997973,80.29011753744086,672,5424,1.0,0,Low Risk,0.3656,0.9747,0.0791,0.0473,0.0446,0.1215,0.0689,0.6386
2704,16.437148489997973,80.29442945080463,672,5472,1.0,1,Medium Risk,0.4765,0.8744,0.1074,0.0468,0.0494,0.1017,0.0767,0.618
2705,16.437148489997973,80.29874136416841,672,5520,1.0,1,Medium Risk,0.4937,0.9663,0.1281,0.0341,0.0564,0.0964,0.0896,0.5955
2706,16.437148489997973,80.30305327753219,672,5568,1.0,2,High Risk,0.6153,0.9471,0.1253,0.034,0.0536,0.1003,0.1086,0.5781
2707,16.437148489997973,80.30736519089595,672,5616,1.0,2,High Risk,0.5987,0.5615,0.1236,0.0382,0.0637,0.1618,0.1558,0.4569
2708,16.437148489997973,80.31167710425973,672,5664,1.0,1,Medium Risk,0.4877,0.9673,0.1157,0.0304,0.0644,0.1283,0.1099,0.5513
2709,16.437148489997973,80.3159890176235,672,5712,1.0,0,Low Risk,0.3818,0.9682,0.0966,0.0277,0.0434,0.1245,0.0777,0.6302
2710,16.437148489997973,80.32030093098727,672,5760,1.0,1,Medium Risk,0.5141,0.997,0.121,0.0343,0.0596,0.1525,0.1291,0.5035
2711,16.437148489997973,80.32461284435105,672,5808,1.0,1,Medium Risk,0.5078,0.9941,0.1128,0.03,0.0548,0.0921,0.1268,0.5834
2712,16.437148489997973,80.32892475771482,672,5856,1.0,0,Low Risk,0.4319,0.762,0.0914,0.0253,0.0491,0.1237,0.0941,0.6163
2713,16.437148489997973,80.3332366710786,672,5904,1.0,0,Low Risk,0.3764,0.9845,0.0461,0.052,0.0893,0.0848,0.1288,0.599
2714,16.437148489997973,80.33754858444237,672,5952,1.0,1,Medium Risk,0.5166,0.998,0.105,0.039,0.0968,0.1017,0.1409,0.5166
2715,16.437148489997973,80.34186049780614,672,6000,1.0,1,Medium Risk,0.5279,0.9996,0.1273,0.0337,0.0888,0.1085,0.1968,0.4449
2716,16.437148489997973,80.34617241116992,672,6048,1.0,1,Medium Risk,0.4981,0.9801,0.1106,0.0326,0.0452,0.1316,0.113,0.567
2717,16.437148489997973,80.3504843245337,672,6096,1.0,1,Medium Risk,0.4936,0.9809,0.1182,0.0299,0.0591,0.1488,0.1218,0.5221
2718,16.437148489997973,80.35479623789746,672,6144,1.0,1,Medium Risk,0.5091,0.9968,0.1233,0.031,0.1008,0.1543,0.1637,0.4269
2719,16.437148489997973,80.35910815126124,672,6192,1.0,1,Medium Risk,0.4915,0.9751,0.1107,0.0377,0.0907,0.1486,0.1335,0.4787
2720,16.437148489997973,80.36342006462502,672,6240,1.0,1,Medium Risk,0.4834,0.9276,0.0893,0.0399,0.0957,0.0991,0.1193,0.5566
2721,16.437148489997973,80.36773197798878,672,6288,1.0,1,Medium Risk,0.4848,0.958,0.1042,0.0283,0.1006,0.1042,0.1438,0.5189
2722,16.437148489997973,80.37204389135256,672,6336,1.0,1,Medium Risk,0.4705,0.9078,0.1132,0.0291,0.0654,0.143,0.1193,0.5299
2723,16.437148489997973,80.37635580471633,672,6384,1.0,0,Low Risk,0.3035,0.9997,0.0811,0.032,0.0379,0.1028,0.0545,0.6918
2724,16.437148489997973,80.3806677180801,672,6432,1.0,0,Low Risk,0.4015,0.9435,0.103,0.0245,0.0429,0.1061,0.0654,0.6581
2725,16.437148489997973,80.38497963144388,672,6480,1.0,1,Medium Risk,0.5128,0.997,0.1076,0.0259,0.0473,0.1585,0.1047,0.5561
2726,16.437148489997973,80.38929154480765,672,6528,1.0,1,Medium Risk,0.55,0.9995,0.1352,0.0279,0.0543,0.1372,0.1236,0.5219
2727,16.437148489997973,80.39360345817143,672,6576,1.0,1,Medium Risk,0.5077,0.9928,0.1372,0.03,0.0584,0.1038,0.0829,0.5877
2728,16.437148489997973,80.3979153715352,672,6624,1.0,0,Low Risk,0.4309,0.7764,0.0954,0.0464,0.0485,0.0877,0.0589,0.663
2729,16.437148489997973,80.40222728489897,672,6672,1.0,0,Low Risk,0.3449,0.9974,0.066,0.0682,0.0486,0.0852,0.0537,0.6782
2730,16.437148489997973,80.40653919826275,672,6720,1.0,0,Low Risk,0.449,0.5462,0.0622,0.08,0.0499,0.0832,0.0637,0.6611
2731,16.437148489997973,80.41085111162653,672,6768,1.0,0,Low Risk,0.4157,0.9095,0.0544,0.0887,0.0448,0.0904,0.0626,0.6591
2732,16.437148489997973,80.41516302499029,672,6816,1.0,0,Low Risk,0.4312,0.7753,0.1003,0.0354,0.0465,0.0915,0.0635,0.6629
2733,16.437148489997973,80.41947493835407,672,6864,1.0,1,Medium Risk,0.5303,0.9436,0.0928,0.046,0.0511,0.0832,0.0643,0.6625
2734,16.437148489997973,80.42378685171785,672,6912,1.0,1,Medium Risk,0.456,0.5375,0.0907,0.0373,0.0486,0.0908,0.0627,0.6699
2735,16.437148489997973,80.42809876508161,672,6960,1.0,1,Medium Risk,0.4857,0.8855,0.1151,0.0289,0.0504,0.0946,0.0693,0.6416
2736,16.437148489997973,80.4324106784454,672,7008,1.0,0,Low Risk,0.364,0.9914,0.113,0.0262,0.0511,0.0892,0.0573,0.6631
2737,16.437148489997973,80.43672259180916,672,7056,1.0,1,Medium Risk,0.4928,0.9427,0.1392,0.03,0.0626,0.0872,0.0645,0.6166
2738,16.437148489997973,80.44103450517294,672,7104,1.0,1,Medium Risk,0.5235,0.9952,0.1427,0.0297,0.0615,0.0969,0.0772,0.5921
2739,16.437148489997973,80.44534641853672,672,7152,1.0,1,Medium Risk,0.5061,0.9878,0.1297,0.0304,0.0552,0.0997,0.0801,0.6049
2740,16.437148489997973,80.44965833190048,672,7200,1.0,2,High Risk,0.6506,0.9964,0.1762,0.0425,0.0777,0.0585,0.1419,0.5032
2741,16.437148489997973,80.45397024526426,672,7248,1.0,2,High Risk,0.6886,0.9995,0.1849,0.0395,0.0813,0.0492,0.1402,0.505
2742,16.437148489997973,80.45828215862804,672,7296,1.0,2,High Risk,0.7109,0.9951,0.1495,0.0325,0.067,0.0361,0.0989,0.616
2743,16.437148489997973,80.4625940719918,672,7344,1.0,2,High Risk,0.7011,0.9994,0.1532,0.0356,0.0687,0.0397,0.079,0.6238
2744,16.437148489997973,80.46690598535558,672,7392,1.0,2,High Risk,0.6936,0.9862,0.1301,0.0314,0.0579,0.0299,0.0898,0.661
2745,16.437148489997973,80.47121789871936,672,7440,1.0,2,High Risk,0.7178,0.9952,0.0944,0.0306,0.0382,0.026,0.1019,0.7089
2746,16.437148489997973,80.47552981208312,672,7488,1.0,2,High Risk,0.7971,0.9997,0.1066,0.0305,0.0449,0.0241,0.1094,0.6844
2747,16.437148489997973,80.4798417254469,672,7536,1.0,2,High Risk,0.7427,0.9986,0.1174,0.0264,0.0542,0.0213,0.0815,0.6992
2748,16.437148489997973,80.48415363881068,672,7584,1.0,2,High Risk,0.8044,0.9998,0.121,0.0278,0.0526,0.0213,0.0838,0.6935
2749,16.437148489997973,80.48846555217445,672,7632,1.0,2,High Risk,0.8128,0.9997,0.1221,0.032,0.0517,0.0261,0.0918,0.6763
2750,16.437148489997973,80.49277746553823,672,7680,1.0,2,High Risk,0.7866,0.9989,0.0442,0.0432,0.0306,0.0262,0.1094,0.7465
2751,16.437148489997973,80.49708937890199,672,7728,1.0,1,Medium Risk,0.5142,0.9367,0.0329,0.0574,0.0273,0.0536,0.0654,0.7634
2752,16.437148489997973,80.50140129226577,672,7776,1.0,1,Medium Risk,0.519,0.9897,0.0853,0.0412,0.0388,0.0892,0.0887,0.6568
2753,16.437148489997973,80.50571320562955,672,7824,1.0,1,Medium Risk,0.474,0.8134,0.1014,0.0366,0.0453,0.0952,0.0815,0.6401
2754,16.437148489997973,80.51002511899331,672,7872,1.0,0,Low Risk,0.2814,0.9999,0.092,0.033,0.0415,0.0946,0.0466,0.6921
2755,16.437148489997973,80.51433703235709,672,7920,1.0,0,Low Risk,0.3236,0.9989,0.0716,0.0884,0.062,0.0864,0.0576,0.634
2756,16.437148489997973,80.51864894572087,672,7968,1.0,1,Medium Risk,0.5024,0.965,0.0845,0.102,0.0653,0.0915,0.0895,0.5671
2757,16.437148489997973,80.52296085908463,672,8016,1.0,0,Low Risk,0.374,0.9864,0.0874,0.096,0.0698,0.0878,0.0598,0.5992
2758,16.437148489997973,80.52727277244841,672,8064,1.0,1,Medium Risk,0.4671,0.7227,0.1023,0.0636,0.0556,0.0915,0.0636,0.6234
