location,lat,lon,date,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,rain_mm,et0_mm,wind_max_kmh,humidity_mean_pct,solar_radiation_mj
Guntur_SE,15.9,80.6,2024-06-11,33.8,27.5,30.0,3.1,3.1,4.87,20.9,70,16.09
Guntur_SE,15.9,80.6,2024-06-12,34.7,26.6,30.0,2.1,2.1,4.94,18.7,70,17.31
Guntur_SE,15.9,80.6,2024-06-13,35.4,26.0,29.9,3.3,3.3,5.54,19.8,72,21.83
Guntur_SE,15.9,80.6,2024-06-14,35.2,26.4,30.7,2.3,2.3,5.37,15.2,68,20.26
Guntur_SE,15.9,80.6,2024-06-15,36.6,27.4,31.1,0.8,0.8,5.46,17.9,67,19.5
Guntur_SE,15.9,80.6,2024-06-16,36.3,26.9,31.1,2.1,2.1,5.12,21.0,67,18.47
Guntur_SE,15.9,80.6,2024-06-17,35.8,28.0,31.2,1.7,1.7,5.3,19.9,73,20.66
Guntur_SE,15.9,80.6,2024-06-18,37.8,28.1,32.3,0.2,0.2,6.01,17.9,68,20.95
Guntur_SE,15.9,80.6,2024-06-19,37.5,26.9,31.7,0.6,0.6,5.5,19.5,63,17.59
Guntur_SE,15.9,80.6,2024-06-20,38.5,29.7,32.8,0.3,0.3,6.68,16.7,59,21.74
Guntur_SE,15.9,80.6,2024-06-21,37.7,28.6,31.7,4.8,4.8,5.29,19.5,60,15.83
Guntur_SE,15.9,80.6,2024-06-22,36.3,27.9,31.7,0.4,0.4,4.67,17.4,62,14.94
Guntur_SE,15.9,80.6,2024-06-23,35.7,27.1,30.8,1.7,1.7,5.54,17.6,69,20.73
Guntur_SE,15.9,80.6,2024-06-24,36.8,28.4,31.6,0.3,0.3,6.39,19.7,65,22.95
Guntur_SE,15.9,80.6,2024-06-25,36.7,26.5,31.4,14.4,14.4,5.5,20.5,68,18.86
Guntur_SE,15.9,80.6,2024-06-26,34.3,26.9,29.5,13.0,13.0,3.96,19.4,78,14.72
Guntur_SE,15.9,80.6,2024-06-27,28.0,26.2,26.8,32.6,32.6,1.34,13.4,92,5.62
Guntur_SE,15.9,80.6,2024-06-28,33.8,25.8,29.2,0.2,0.2,4.29,17.9,77,17.18
Guntur_SE,15.9,80.6,2024-06-29,34.0,27.7,30.4,0.2,0.2,4.81,17.5,73,18.55
Guntur_SE,15.9,80.6,2024-06-30,30.8,28.1,29.4,0.9,0.9,3.35,16.8,80,13.0
Guntur_SE,15.9,80.6,2024-07-01,32.2,26.4,28.9,10.3,10.3,3.79,16.7,82,16.19
Guntur_SE,15.9,80.6,2024-07-02,33.7,27.5,30.0,0.0,0.0,5.25,20.1,71,20.9
Guntur_SE,15.9,80.6,2024-07-03,34.1,27.0,29.7,3.3,3.3,4.8,20.9,78,20.82
Guntur_SE,15.9,80.6,2024-07-04,34.7,27.6,30.3,0.8,0.8,5.14,15.0,73,20.26
Guntur_SE,15.9,80.6,2024-07-05,34.3,27.9,30.4,1.0,1.0,5.53,14.7,70,21.82
Guntur_SE,15.9,80.6,2024-07-06,29.6,25.7,27.4,18.0,18.0,2.96,22.1,85,12.83
Guntur_SE,15.9,80.6,2024-07-07,28.8,24.8,26.9,17.2,17.2,1.59,16.7,88,6.19
Guntur_SE,15.9,80.6,2024-07-08,32.3,25.9,28.5,5.0,5.0,4.07,16.5,76,16.79
Guntur_SE,15.9,80.6,2024-07-09,30.5,25.6,27.4,19.9,19.9,2.68,15.3,85,11.2
Guntur_SE,15.9,80.6,2024-07-10,32.9,27.0,29.2,0.5,0.5,4.63,13.7,79,20.19
Guntur_SE,15.9,80.6,2024-07-11,32.8,27.0,29.3,0.1,0.1,3.64,17.0,78,13.84
Guntur_SE,15.9,80.6,2024-07-12,33.5,27.1,29.5,1.7,1.7,4.21,23.3,74,15.66
Guntur_SE,15.9,80.6,2024-07-13,29.0,25.7,26.9,31.9,31.9,1.93,18.2,89,8.21
Guntur_SE,15.9,80.6,2024-07-14,27.8,25.5,26.6,18.4,18.4,2.19,20.2,89,9.42
Guntur_SE,15.9,80.6,2024-07-15,27.6,25.5,26.3,18.3,18.3,1.77,19.8,89,6.97
Guntur_SE,15.9,80.6,2024-07-16,32.3,25.6,27.7,15.3,15.3,3.32,20.2,83,13.03
Guntur_SE,15.9,80.6,2024-07-17,31.9,25.2,27.8,12.0,12.0,3.41,19.8,83,14.35
Guntur_SE,15.9,80.6,2024-07-18,28.9,25.7,26.9,23.7,23.7,1.85,20.5,87,6.27
Guntur_SE,15.9,80.6,2024-07-19,26.9,24.9,25.6,34.6,34.6,1.3,24.1,91,4.1
Guntur_SE,15.9,80.6,2024-07-20,27.1,24.8,25.8,28.8,28.8,1.5,22.0,91,5.54
Guntur_SE,15.9,80.6,2024-07-21,30.5,25.5,27.3,11.3,11.3,2.76,21.2,83,9.4
Guntur_SE,15.9,80.6,2024-07-22,31.8,25.1,28.1,9.7,9.7,3.44,23.7,79,12.29
Guntur_SE,15.9,80.6,2024-07-23,32.4,27.0,28.9,0.5,0.5,4.77,30.6,71,16.14
Guntur_SE,15.9,80.6,2024-07-24,30.7,26.9,28.2,0.6,0.6,3.49,20.0,76,11.45
Guntur_SE,15.9,80.6,2024-07-25,32.8,26.5,28.9,1.1,1.1,4.96,26.0,71,17.0
Guntur_SE,15.9,80.6,2024-07-26,32.2,25.8,28.4,1.6,1.6,4.21,21.6,74,14.74
Guntur_SE,15.9,80.6,2024-07-27,31.1,26.0,28.6,2.7,2.7,3.98,23.8,74,12.4
Guntur_SE,15.9,80.6,2024-07-28,33.9,26.3,29.2,3.8,3.8,5.49,27.6,73,21.72
Guntur_SE,15.9,80.6,2024-07-29,34.3,27.1,29.9,0.5,0.5,6.06,21.4,70,24.07
Guntur_SE,15.9,80.6,2024-07-30,33.9,26.0,29.6,9.3,9.3,5.28,18.3,78,23.01
Guntur_SE,15.9,80.6,2024-07-31,33.0,26.5,29.0,3.2,3.2,4.16,16.3,77,16.82
Guntur_SE,15.9,80.6,2024-08-01,32.2,27.3,29.0,7.5,7.5,3.93,18.6,76,14.46
Guntur_SE,15.9,80.6,2024-08-02,32.5,26.7,29.1,0.4,0.4,4.05,20.9,74,14.53
Guntur_SE,15.9,80.6,2024-08-03,33.0,27.4,29.9,0.7,0.7,4.88,18.0,67,17.32
Guntur_SE,15.9,80.6,2024-08-04,34.7,26.8,30.2,0.4,0.4,5.82,17.4,71,24.06
Guntur_SE,15.9,80.6,2024-08-05,32.3,26.4,29.4,4.4,4.4,5.13,12.5,76,23.09
Guntur_SE,15.9,80.6,2024-08-06,30.4,26.6,28.3,2.5,2.5,2.44,12.7,82,9.77
Guntur_SE,15.9,80.6,2024-08-07,29.3,25.6,27.1,5.6,5.6,2.5,17.2,85,11.06
Guntur_SE,15.9,80.6,2024-08-08,32.7,25.5,28.6,0.9,0.9,4.46,15.6,76,19.5
Guntur_SE,15.9,80.6,2024-08-09,34.3,26.0,29.8,1.0,1.0,5.27,14.3,75,23.12
Guntur_SE,15.9,80.6,2024-08-10,33.8,26.1,29.2,2.4,2.4,5.11,15.8,80,23.25
Guntur_SE,15.9,80.6,2024-08-11,34.3,26.5,30.3,0.3,0.3,5.16,10.2,75,23.01
Guntur_SE,15.9,80.6,2024-08-12,33.5,26.0,29.4,4.7,4.7,5.03,14.0,80,22.73
Guntur_SE,15.9,80.6,2024-08-13,33.5,25.8,29.3,2.3,2.3,5.36,15.3,77,23.69
Guntur_SE,15.9,80.6,2024-08-14,32.3,27.7,29.7,0.2,0.2,5.2,15.5,79,23.67
Guntur_SE,15.9,80.6,2024-08-15,31.9,26.9,29.3,1.6,1.6,4.9,15.8,81,22.82
Guntur_SE,15.9,80.6,2024-08-16,32.2,28.1,29.6,3.8,3.8,4.96,17.6,80,22.32
Guntur_SE,15.9,80.6,2024-08-17,32.5,28.0,29.9,0.3,0.3,5.49,16.9,74,23.45
Guntur_SE,15.9,80.6,2024-08-18,33.0,27.2,30.1,1.3,1.3,5.26,15.1,76,23.26
Guntur_SE,15.9,80.6,2024-08-19,32.8,25.8,29.5,5.9,5.9,4.64,14.2,80,20.46
Guntur_SE,15.9,80.6,2024-08-20,33.8,26.7,29.8,1.1,1.1,5.44,19.4,77,23.46
Guntur_SE,15.9,80.6,2024-08-21,32.0,28.3,29.9,1.0,1.0,5.51,24.8,77,23.55
Guntur_SE,15.9,80.6,2024-08-22,32.0,28.6,29.7,10.9,10.9,3.54,18.0,76,13.12
Guntur_SE,15.9,80.6,2024-08-23,31.5,27.4,29.2,2.5,2.5,2.97,19.1,82,11.27
Guntur_SE,15.9,80.6,2024-08-24,32.5,27.5,29.3,3.2,3.2,3.01,17.0,77,9.52
Guntur_SE,15.9,80.6,2024-08-25,34.5,26.2,30.0,0.4,0.4,5.87,23.1,66,21.52
Guntur_SE,15.9,80.6,2024-08-26,35.0,27.7,30.7,0.3,0.3,6.11,22.0,61,21.06
Guntur_SE,15.9,80.6,2024-08-27,35.0,28.0,30.6,0.6,0.6,5.38,17.7,68,20.2
Guntur_SE,15.9,80.6,2024-08-28,33.6,27.5,29.4,0.4,0.4,4.09,19.7,66,11.78
Guntur_SE,15.9,80.6,2024-08-29,31.6,26.9,29.0,1.0,1.0,2.96,18.7,68,7.55
Guntur_SE,15.9,80.6,2024-08-30,27.0,24.8,25.8,60.6,60.6,1.0,16.6,91,3.61
Guntur_SE,15.9,80.6,2024-08-31,25.4,24.4,24.9,135.0,135.0,0.95,28.5,92,2.52
Guntur_SE,15.9,80.6,2024-09-01,29.5,24.7,26.9,58.3,58.3,3.54,28.5,79,13.34
Guntur_SE,15.9,80.6,2024-09-02,30.8,26.2,28.2,0.6,0.6,4.43,22.4,71,16.07
Guntur_SE,15.9,80.6,2024-09-03,30.0,25.8,27.8,11.9,11.9,3.41,19.1,82,15.48
Guntur_SE,15.9,80.6,2024-09-04,29.6,24.8,27.2,7.5,7.5,2.34,20.2,84,8.58
Guntur_SE,15.9,80.6,2024-09-05,30.9,25.0,27.5,5.9,5.9,2.8,18.7,84,12.49
Guntur_SE,15.9,80.6,2024-09-06,31.7,26.3,28.2,9.5,9.5,3.81,21.4,80,16.45
Guntur_SE,15.9,80.6,2024-09-07,30.3,25.9,27.7,5.9,5.9,3.21,20.7,82,13.6
Guntur_SE,15.9,80.6,2024-09-08,27.8,25.0,26.0,20.3,20.3,1.58,20.2,90,6.15
Guntur_SE,15.9,80.6,2024-09-09,29.5,24.9,27.0,13.4,13.4,3.35,22.0,83,15.0
Guntur_SE,15.9,80.6,2024-09-10,32.7,26.2,29.2,0.1,0.1,5.29,24.5,70,21.4
Guntur_SE,15.9,80.6,2024-09-11,33.0,26.5,29.1,0.0,0.0,5.6,20.2,68,23.09
Guntur_SE,15.9,80.6,2024-09-12,33.0,26.0,28.9,0.0,0.0,5.38,17.4,73,23.74
Guntur_SE,15.9,80.6,2024-09-13,32.8,24.9,28.6,0.0,0.0,5.54,17.5,68,23.2
Guntur_SE,15.9,80.6,2024-09-14,33.0,25.2,28.9,0.1,0.1,5.76,20.6,65,22.5
Guntur_SE,15.9,80.6,2024-09-15,33.7,24.9,29.3,0.0,0.0,5.92,18.8,64,23.11
Guntur_SE,15.9,80.6,2024-09-16,32.7,26.0,29.1,0.0,0.0,5.56,21.1,66,21.71
Guntur_SE,15.9,80.6,2024-09-17,34.2,25.9,29.5,0.0,0.0,6.03,20.3,65,23.94
Guntur_SE,15.9,80.6,2024-09-18,33.8,24.5,29.0,1.6,1.6,5.35,13.4,71,23.72
Guntur_SE,15.9,80.6,2024-09-19,31.7,25.2,28.7,0.9,0.9,4.8,16.7,79,22.1
Guntur_SE,15.9,80.6,2024-09-20,33.1,25.5,29.2,19.0,19.0,4.25,16.3,76,17.38
Guntur_SE,15.9,80.6,2024-09-21,30.1,24.6,26.9,24.6,24.6,2.14,15.0,88,9.72
Guntur_SE,15.9,80.6,2024-09-22,32.5,24.5,27.8,5.5,5.5,3.95,17.7,85,18.72
Guntur_SE,15.9,80.6,2024-09-23,31.9,25.0,27.7,18.2,18.2,3.39,12.0,86,15.69
Guntur_SE,15.9,80.6,2024-09-24,29.8,25.0,26.8,12.3,12.3,2.38,12.2,90,11.16
Guntur_SE,15.9,80.6,2024-09-25,31.2,24.5,27.6,10.9,10.9,3.57,15.9,85,16.38
Guntur_SE,15.9,80.6,2024-09-26,31.0,26.9,28.6,0.2,0.2,3.78,20.2,79,15.32
Guntur_SE,15.9,80.6,2024-09-27,30.5,25.2,28.3,17.4,17.4,3.48,15.4,83,15.43
Guntur_SE,15.9,80.6,2024-09-28,30.5,25.8,28.3,0.5,0.5,4.61,14.1,83,22.23
Guntur_SE,15.9,80.6,2024-09-29,30.5,26.1,28.3,0.9,0.9,4.51,13.7,83,22.1
Guntur_SE,15.9,80.6,2024-09-30,30.5,26.2,28.4,0.5,0.5,4.54,14.6,83,22.38
Guntur_SE,15.9,80.6,2024-10-01,30.9,26.7,28.6,0.0,0.0,4.67,14.8,82,22.53
Guntur_SE,15.9,80.6,2024-10-02,31.1,26.0,29.1,0.0,0.0,4.49,11.8,85,21.93
Guntur_SE,15.9,80.6,2024-10-03,34.8,26.2,30.0,4.3,4.3,5.05,14.9,76,21.85
Guntur_SE,15.9,80.6,2024-10-04,34.2,25.7,29.7,0.0,0.0,4.72,8.2,77,21.76
Guntur_SE,15.9,80.6,2024-10-05,34.5,26.5,30.0,0.1,0.1,4.84,8.5,77,22.44
Guntur_SE,15.9,80.6,2024-10-06,32.7,25.3,28.6,2.0,2.0,4.54,8.8,82,21.53
Guntur_SE,15.9,80.6,2024-10-07,31.7,25.0,28.1,0.4,0.4,4.48,12.9,81,20.6
Guntur_SE,15.9,80.6,2024-10-08,30.4,24.9,27.7,3.6,3.6,3.94,13.0,84,19.07
Guntur_SE,15.9,80.6,2024-10-09,29.2,25.0,27.3,10.6,10.6,3.69,17.6,85,18.63
Guntur_SE,15.9,80.6,2024-10-10,30.5,24.5,26.9,11.6,11.6,3.64,16.2,86,17.72
Guntur_SE,15.9,80.6,2024-10-11,30.0,24.2,27.3,3.5,3.5,3.72,15.9,84,17.57
Guntur_SE,15.9,80.6,2024-10-12,30.0,24.6,27.2,7.2,7.2,3.7,11.8,86,18.23
Guntur_SE,15.9,80.6,2024-10-13,31.0,24.5,27.5,2.5,2.5,3.98,12.3,85,19.35
Guntur_SE,15.9,80.6,2024-10-14,28.0,24.5,25.9,35.8,35.8,1.71,15.5,92,8.23
Guntur_SE,15.9,80.6,2024-10-15,29.6,25.0,26.6,16.1,16.1,2.37,14.6,90,11.29
Guntur_SE,15.9,80.6,2024-10-16,28.6,24.2,26.3,15.1,15.1,1.95,17.9,91,8.88
Guntur_SE,15.9,80.6,2024-10-17,30.0,25.0,27.4,4.5,4.5,3.45,16.7,86,16.83
Guntur_SE,15.9,80.6,2024-10-18,29.2,24.4,26.8,8.2,8.2,3.18,13.1,89,16.14
Guntur_SE,15.9,80.6,2024-10-19,29.2,23.9,26.5,10.8,10.8,2.52,11.6,91,12.36
Guntur_SE,15.9,80.6,2024-10-20,30.4,24.1,26.8,15.0,15.0,3.19,11.9,90,15.68
Guntur_SE,15.9,80.6,2024-10-21,30.2,23.9,26.4,3.1,3.1,3.32,10.6,90,16.77
Guntur_SE,15.9,80.6,2024-10-22,31.3,24.0,27.1,0.7,0.7,3.99,8.3,86,19.58
Guntur_SE,15.9,80.6,2024-10-23,32.5,23.6,27.7,0.0,0.0,4.57,12.9,78,21.12
Guntur_SE,15.9,80.6,2024-10-24,32.2,22.9,27.0,0.0,0.0,4.96,13.4,68,21.42
Guntur_SE,15.9,80.6,2024-10-25,32.4,21.5,27.0,0.0,0.0,5.24,14.9,64,22.11
Guntur_SE,15.9,80.6,2024-10-26,32.2,24.6,28.0,0.0,0.0,4.96,14.9,66,20.66
Guntur_SE,15.9,80.6,2024-10-27,32.8,24.3,27.5,0.0,0.0,4.99,12.2,68,21.47
Guntur_SE,15.9,80.6,2024-10-28,31.5,21.6,27.3,0.0,0.0,4.71,11.6,72,21.24
Guntur_SE,15.9,80.6,2024-10-29,31.0,24.2,27.8,0.9,0.9,4.02,10.1,80,19.04
Guntur_SE,15.9,80.6,2024-10-30,31.4,24.0,27.6,1.3,1.3,3.69,8.1,82,17.5
Guntur_SE,15.9,80.6,2024-10-31,31.0,23.6,27.4,3.0,3.0,4.0,13.4,81,18.81
Guntur_SE,15.9,80.6,2024-11-01,31.0,23.5,27.5,0.5,0.5,4.17,10.7,78,19.47
Guntur_SE,15.9,80.6,2024-11-02,31.6,23.1,27.3,0.5,0.5,4.21,14.0,80,19.66
Guntur_SE,15.9,80.6,2024-11-03,30.5,23.5,26.8,1.6,1.6,3.82,12.3,83,18.55
Guntur_SE,15.9,80.6,2024-11-04,31.7,22.6,27.2,0.2,0.2,4.25,8.3,75,19.52
Guntur_SE,15.9,80.6,2024-11-05,32.7,21.5,27.0,0.0,0.0,4.4,13.8,73,19.56
Guntur_SE,15.9,80.6,2024-11-06,33.0,23.5,27.5,0.0,0.0,4.47,15.7,73,19.08
Guntur_SE,15.9,80.6,2024-11-07,32.8,23.6,27.9,0.1,0.1,4.43,13.7,75,19.54
Guntur_SE,15.9,80.6,2024-11-08,31.3,24.1,27.5,0.7,0.7,4.05,11.3,77,18.21
Guntur_SE,15.9,80.6,2024-11-09,32.3,23.0,27.5,0.5,0.5,4.29,12.6,75,18.95
Guntur_SE,15.9,80.6,2024-11-10,32.8,23.3,27.4,0.0,0.0,4.29,13.0,74,19.24
Guntur_SE,15.9,80.6,2024-11-11,33.2,22.4,27.5,0.0,0.0,4.6,17.7,68,17.95
Guntur_SE,15.9,80.6,2024-11-12,29.1,24.2,26.1,11.2,11.2,2.36,16.2,87,10.34
Guntur_SE,15.9,80.6,2024-11-13,27.7,23.8,25.7,5.0,5.0,2.67,16.6,91,13.83
Guntur_SE,15.9,80.6,2024-11-14,27.7,23.4,25.7,12.6,12.6,2.08,15.3,92,10.56
Guntur_SE,15.9,80.6,2024-11-15,28.2,23.9,26.0,10.7,10.7,2.58,16.0,90,13.31
Guntur_SE,15.9,80.6,2024-11-16,30.2,23.2,26.7,0.6,0.6,3.8,11.5,83,18.4
Guntur_SE,15.9,80.6,2024-11-17,29.9,23.5,26.4,0.3,0.3,3.83,13.2,80,18.36
Guntur_SE,15.9,80.6,2024-11-18,29.4,22.6,25.6,0.0,0.0,3.99,12.2,78,19.58
Guntur_SE,15.9,80.6,2024-11-19,29.1,20.5,24.5,0.0,0.0,3.98,9.4,77,19.94
Guntur_SE,15.9,80.6,2024-11-20,28.8,19.7,24.2,0.0,0.0,3.68,9.4,78,18.38
Guntur_SE,15.9,80.6,2024-11-21,29.1,19.9,24.4,0.0,0.0,3.99,13.5,74,19.63
Guntur_SE,15.9,80.6,2024-11-22,29.1,19.8,24.5,0.0,0.0,4.07,14.4,76,19.99
Guntur_SE,15.9,80.6,2024-11-23,30.2,19.9,24.8,0.0,0.0,3.8,15.8,81,18.69
Guntur_SE,15.9,80.6,2024-11-24,30.0,21.5,25.2,0.0,0.0,3.96,14.1,80,19.6
Guntur_SE,15.9,80.6,2024-11-25,29.1,20.8,24.9,0.0,0.0,3.54,13.6,76,16.15
Guntur_SE,15.9,80.6,2024-11-26,29.4,22.5,25.8,2.4,2.4,3.52,17.7,73,13.51
Guntur_SE,15.9,80.6,2024-11-27,29.3,22.3,25.3,0.0,0.0,4.36,15.5,65,16.78
Guntur_SE,15.9,80.6,2024-11-28,29.2,20.4,24.8,0.0,0.0,4.46,15.5,62,17.86
Guntur_SE,15.9,80.6,2024-11-29,29.0,24.0,25.6,4.6,4.6,3.5,18.0,72,12.15
Guntur_SE,15.9,80.6,2024-11-30,26.3,23.7,24.8,16.7,16.7,1.53,22.3,89,5.35
Guntur_SW,15.9,79.4,2024-06-01,40.5,29.7,33.4,16.2,16.2,5.96,17.4,62,22.75
Guntur_SW,15.9,79.4,2024-06-02,35.0,26.7,30.3,22.9,22.9,3.16,16.6,76,11.48
Guntur_SW,15.9,79.4,2024-06-03,31.6,26.3,29.0,3.4,3.4,2.43,9.4,76,9.61
Guntur_SW,15.9,79.4,2024-06-04,35.3,27.2,30.9,8.7,8.7,4.58,16.2,70,18.84
Guntur_SW,15.9,79.4,2024-06-05,33.7,26.2,28.9,12.8,12.8,2.94,27.9,78,11.22
Guntur_SW,15.9,79.4,2024-06-06,31.9,25.9,28.4,17.3,17.3,3.02,11.5,81,13.27
Guntur_SW,15.9,79.4,2024-06-07,29.8,25.6,27.4,20.4,20.4,3.34,9.8,85,15.37
Guntur_SW,15.9,79.4,2024-06-08,31.1,25.9,27.7,6.7,6.7,2.7,13.6,81,11.15
Guntur_SW,15.9,79.4,2024-06-09,33.5,25.0,28.0,3.9,3.9,3.9,23.5,78,15.83
Guntur_SW,15.9,79.4,2024-06-10,33.1,26.0,29.1,2.8,2.8,4.99,19.8,71,19.25
Guntur_SW,15.9,79.4,2024-06-11,33.0,26.6,29.1,5.3,5.3,4.66,20.4,70,16.26
Guntur_SW,15.9,79.4,2024-06-12,32.4,25.8,28.8,1.7,1.7,4.21,15.8,71,14.91
Guntur_SW,15.9,79.4,2024-06-13,33.8,25.5,29.0,9.0,9.0,5.19,15.5,72,21.39
Guntur_SW,15.9,79.4,2024-06-14,33.7,26.5,29.8,0.5,0.5,5.67,18.4,67,22.65
Guntur_SW,15.9,79.4,2024-06-15,34.8,26.8,30.4,0.3,0.3,5.77,16.9,64,22.32
Guntur_SW,15.9,79.4,2024-06-16,35.1,27.4,30.9,0.3,0.3,5.69,12.8,59,21.38
Guntur_SW,15.9,79.4,2024-06-17,35.4,27.5,31.1,0.3,0.3,5.72,12.9,60,21.22
Guntur_SW,15.9,79.4,2024-06-18,36.0,27.6,31.5,0.0,0.0,5.89,15.5,59,20.92
Guntur_SW,15.9,79.4,2024-06-19,34.7,28.2,31.0,0.9,0.9,5.44,17.5,58,17.5
Guntur_SW,15.9,79.4,2024-06-20,36.9,28.1,31.7,0.0,0.0,6.76,18.0,53,23.07
Guntur_SW,15.9,79.4,2024-06-21,36.0,28.0,31.8,0.7,0.7,6.46,21.1,53,19.47
Guntur_SW,15.9,79.4,2024-06-22,35.5,28.5,31.8,0.1,0.1,5.53,15.1,54,16.61
Guntur_SW,15.9,79.4,2024-06-23,36.5,27.0,31.4,0.1,0.1,5.7,17.4,56,18.87
Guntur_SW,15.9,79.4,2024-06-24,37.2,26.0,31.8,0.8,0.8,6.51,16.1,56,21.94
Guntur_SW,15.9,79.4,2024-06-25,35.5,27.7,31.4,8.9,8.9,5.46,21.3,59,16.89
Guntur_SW,15.9,79.4,2024-06-26,35.8,27.0,30.7,6.1,6.1,5.0,23.8,65,15.37
Guntur_SW,15.9,79.4,2024-06-27,28.7,25.4,27.3,18.2,18.2,1.7,18.3,80,3.95
Guntur_SW,15.9,79.4,2024-06-28,33.8,26.4,29.9,0.1,0.1,4.48,22.1,64,12.79
Guntur_SW,15.9,79.4,2024-06-29,33.7,27.5,30.0,0.8,0.8,4.22,18.4,64,13.17
Guntur_SW,15.9,79.4,2024-06-30,33.8,27.5,30.1,0.7,0.7,3.9,15.9,64,11.69
Guntur_SW,15.9,79.4,2024-07-01,34.5,26.2,29.8,0.2,0.2,4.9,21.3,66,16.42
Guntur_SW,15.9,79.4,2024-07-02,35.3,27.9,30.9,0.0,0.0,6.37,26.3,57,20.73
Guntur_SW,15.9,79.4,2024-07-03,35.0,27.8,30.7,1.4,1.4,5.39,20.2,60,18.44
Guntur_SW,15.9,79.4,2024-07-04,34.3,27.8,30.9,0.0,0.0,5.17,20.6,57,14.35
Guntur_SW,15.9,79.4,2024-07-05,35.8,25.5,30.3,10.1,10.1,5.94,18.9,62,19.54
Guntur_SW,15.9,79.4,2024-07-06,33.4,25.4,28.5,8.2,8.2,3.84,20.6,73,13.19
Guntur_SW,15.9,79.4,2024-07-07,29.9,25.1,27.8,12.6,12.6,2.77,19.1,74,8.72
Guntur_SW,15.9,79.4,2024-07-08,33.0,26.0,29.4,5.0,5.0,4.59,17.4,65,15.9
Guntur_SW,15.9,79.4,2024-07-09,31.3,25.5,27.7,6.1,6.1,2.71,15.2,78,10.42
Guntur_SW,15.9,79.4,2024-07-10,35.0,25.8,30.3,0.2,0.2,5.81,16.4,61,21.79
Guntur_SW,15.9,79.4,2024-07-11,35.2,26.6,30.7,0.5,0.5,5.68,19.8,60,17.58
Guntur_SW,15.9,79.4,2024-07-12,35.5,27.3,30.7,1.1,1.1,5.73,19.8,60,17.91
Guntur_SW,15.9,79.4,2024-07-13,30.6,25.1,27.4,19.4,19.4,2.65,18.6,80,8.55
Guntur_SW,15.9,79.4,2024-07-14,27.5,24.9,26.0,22.9,22.9,1.76,21.7,87,5.99
Guntur_SW,15.9,79.4,2024-07-15,26.4,25.0,25.7,32.7,32.7,1.38,20.7,88,4.43
Guntur_SW,15.9,79.4,2024-07-16,32.0,25.1,27.9,6.0,6.0,4.25,24.8,78,17.25
Guntur_SW,15.9,79.4,2024-07-17,30.9,25.5,28.0,2.2,2.2,3.32,20.6,74,9.89
Guntur_SW,15.9,79.4,2024-07-18,30.3,26.0,27.6,3.9,3.9,3.06,22.3,76,8.76
Guntur_SW,15.9,79.4,2024-07-19,26.5,24.7,25.5,51.1,51.1,1.53,23.9,88,4.63
Guntur_SW,15.9,79.4,2024-07-20,27.1,24.7,25.5,28.9,28.9,1.66,20.9,88,5.58
Guntur_SW,15.9,79.4,2024-07-21,30.0,24.8,26.7,11.7,11.7,3.35,23.2,81,13.11
Guntur_SW,15.9,79.4,2024-07-22,32.1,24.5,27.6,8.7,8.7,3.94,20.6,77,14.81
Guntur_SW,15.9,79.4,2024-07-23,28.4,26.5,27.1,8.5,8.5,3.08,22.0,78,9.79
Guntur_SW,15.9,79.4,2024-07-24,29.2,25.2,27.2,5.7,5.7,3.0,18.3,76,9.31
Guntur_SW,15.9,79.4,2024-07-25,31.5,25.4,27.6,2.7,2.7,3.95,25.9,73,12.94
Guntur_SW,15.9,79.4,2024-07-26,31.2,25.9,28.1,0.0,0.0,4.49,21.0,71,15.55
Guntur_SW,15.9,79.4,2024-07-27,29.9,25.9,27.9,1.9,1.9,3.51,21.3,72,9.51
Guntur_SW,15.9,79.4,2024-07-28,33.3,24.9,28.6,3.7,3.7,5.33,27.0,70,20.3
Guntur_SW,15.9,79.4,2024-07-29,33.3,26.9,29.5,6.3,6.3,5.65,24.8,67,21.47
Guntur_SW,15.9,79.4,2024-07-30,33.0,26.5,29.4,2.2,2.2,5.15,21.6,69,19.68
Guntur_SW,15.9,79.4,2024-07-31,32.2,26.6,29.3,0.0,0.0,4.38,21.1,67,14.11
Guntur_SW,15.9,79.4,2024-08-01,31.8,25.5,28.8,1.2,1.2,4.04,21.0,70,13.08
Guntur_SW,15.9,79.4,2024-08-02,32.4,25.7,28.1,1.3,1.3,3.72,25.6,73,12.49
Guntur_SW,15.9,79.4,2024-08-03,32.5,25.5,28.7,0.4,0.4,4.78,25.2,68,17.87
Guntur_SW,15.9,79.4,2024-08-04,33.8,26.2,29.8,0.4,0.4,5.8,20.2,63,21.93
Guntur_SW,15.9,79.4,2024-08-05,34.2,26.1,29.8,0.0,0.0,5.68,12.8,63,22.62
Guntur_SW,15.9,79.4,2024-08-06,32.6,26.4,29.1,0.5,0.5,3.92,16.7,67,12.87
Guntur_SW,15.9,79.4,2024-08-07,27.8,24.6,26.4,12.3,12.3,1.85,15.9,84,7.24
Guntur_SW,15.9,79.4,2024-08-08,32.3,24.5,27.5,12.0,12.0,4.26,15.6,79,19.68
Guntur_SW,15.9,79.4,2024-08-09,32.8,25.0,28.6,1.7,1.7,4.83,12.2,75,21.69
Guntur_SW,15.9,79.4,2024-08-10,34.0,24.9,29.0,0.2,0.2,5.03,10.6,74,22.6
